GEOID,YEAR,IncomeG,RentG,HHs
13089020700,2017,High Income,High Burden,0
13089020700,2017,High Income,Low Burden,58
13089020700,2017,High Income,Med Burden,4
13089020700,2017,Low Income,High Burden,113
13089020700,2017,Low Income,Low Burden,26
13089020700,2017,Low Income,Med Burden,80
13089020700,2017,Med Income,High Burden,0
13089020700,2017,Med Income,Low Burden,93
13089020700,2017,Med Income,Med Burden,19
13089020801,2014,High Income,High Burden,0
13089020801,2014,High Income,Low Burden,56
13089020801,2014,High Income,Med Burden,0
13089020801,2014,Low Income,High Burden,42
13089020801,2014,Low Income,Low Burden,0
13089020801,2014,Low Income,Med Burden,0
13089020801,2014,Med Income,High Burden,0
13089020801,2014,Med Income,Low Burden,30
13089020801,2014,Med Income,Med Burden,43
13089020801,2015,High Income,High Burden,0
13089020801,2015,High Income,Low Burden,79
13089020801,2015,High Income,Med Burden,0
13089020801,2015,Low Income,High Burden,13
13089020801,2015,Low Income,Low Burden,0
13089020801,2015,Low Income,Med Burden,0
13089020801,2015,Med Income,High Burden,0
13089020801,2015,Med Income,Low Burden,38
13089020801,2015,Med Income,Med Burden,24
13089020801,2016,High Income,High Burden,0
13089020801,2016,High Income,Low Burden,67
13089020801,2016,High Income,Med Burden,0
13089020801,2016,Low Income,High Burden,25
13089020801,2016,Low Income,Low Burden,0
13089020801,2016,Low Income,Med Burden,0
13089020801,2016,Med Income,High Burden,14
13089020801,2016,Med Income,Low Burden,42
13089020801,2016,Med Income,Med Burden,31
13089020801,2017,High Income,High Burden,0
13089020801,2017,High Income,Low Burden,82
13089020801,2017,High Income,Med Burden,0
13089020801,2017,Low Income,High Burden,30
13089020801,2017,Low Income,Low Burden,0
13089020801,2017,Low Income,Med Burden,0
13089020801,2017,Med Income,High Burden,9
13089020801,2017,Med Income,Low Burden,44
13089020801,2017,Med Income,Med Burden,29
13089020802,2014,High Income,High Burden,0
13089020802,2014,High Income,Low Burden,55
13089020802,2014,High Income,Med Burden,7
13089020802,2014,Low Income,High Burden,120
13089020802,2014,Low Income,Low Burden,75
13089020802,2014,Low Income,Med Burden,81
13089020802,2014,Med Income,High Burden,0
13089020802,2014,Med Income,Low Burden,121
13089020802,2014,Med Income,Med Burden,26
13089020802,2015,High Income,High Burden,0
13089020802,2015,High Income,Low Burden,38
13089020802,2015,High Income,Med Burden,7
13089020802,2015,Low Income,High Burden,175
13089020802,2015,Low Income,Low Burden,96
13089020802,2015,Low Income,Med Burden,88
13089020802,2015,Med Income,High Burden,0
13089020802,2015,Med Income,Low Burden,163
13089020802,2015,Med Income,Med Burden,12
13089020802,2016,High Income,High Burden,0
13089020802,2016,High Income,Low Burden,48
13089020802,2016,High Income,Med Burden,7
13089020802,2016,Low Income,High Burden,174
13089020802,2016,Low Income,Low Burden,119
13089020802,2016,Low Income,Med Burden,90
13089020802,2016,Med Income,High Burden,0
13089020802,2016,Med Income,Low Burden,161
13089020802,2016,Med Income,Med Burden,15
13089020802,2017,High Income,High Burden,0
13089020802,2017,High Income,Low Burden,51
13089020802,2017,High Income,Med Burden,0
13089020802,2017,Low Income,High Burden,206
13089020802,2017,Low Income,Low Burden,167
13089020802,2017,Low Income,Med Burden,85
13089020802,2017,Med Income,High Burden,0
13089020802,2017,Med Income,Low Burden,137
13089020802,2017,Med Income,Med Burden,12
13089020900,2014,High Income,High Burden,0
13089020900,2014,High Income,Low Burden,38
13089020900,2014,High Income,Med Burden,0
13089020900,2014,Low Income,High Burden,202
13089020900,2014,Low Income,Low Burden,53
13089020900,2014,Low Income,Med Burden,132
13089020900,2014,Med Income,High Burden,0
13089020900,2014,Med Income,Low Burden,125
13089020900,2014,Med Income,Med Burden,130
13089020900,2015,High Income,High Burden,0
13089020900,2015,High Income,Low Burden,44
13089020900,2015,High Income,Med Burden,0
13089020900,2015,Low Income,High Burden,206
13089020900,2015,Low Income,Low Burden,51
13089020900,2015,Low Income,Med Burden,185
13089020900,2015,Med Income,High Burden,0
13089020900,2015,Med Income,Low Burden,194
13089020900,2015,Med Income,Med Burden,111
13089020900,2016,High Income,High Burden,0
13089020900,2016,High Income,Low Burden,116
13089020900,2016,High Income,Med Burden,0
13089020900,2016,Low Income,High Burden,187
13089020900,2016,Low Income,Low Burden,83
13089020900,2016,Low Income,Med Burden,164
13089020900,2016,Med Income,High Burden,0
13089020900,2016,Med Income,Low Burden,145
13089020900,2016,Med Income,Med Burden,43
13089020900,2017,High Income,High Burden,0
13089020900,2017,High Income,Low Burden,179
13089020900,2017,High Income,Med Burden,0
13089020900,2017,Low Income,High Burden,154
13089020900,2017,Low Income,Low Burden,44
13089020900,2017,Low Income,Med Burden,136
13089020900,2017,Med Income,High Burden,0
13089020900,2017,Med Income,Low Burden,239
13089020900,2017,Med Income,Med Burden,22
13089023700,2014,High Income,High Burden,0
13089023700,2014,High Income,Low Burden,94
13089023700,2014,High Income,Med Burden,0
13089023700,2014,Low Income,High Burden,525
13089023700,2014,Low Income,Low Burden,182
13089023700,2014,Low Income,Med Burden,99
13089023700,2014,Med Income,High Burden,0
13089023700,2014,Med Income,Low Burden,91
13089023700,2014,Med Income,Med Burden,50
13089023700,2015,High Income,High Burden,0
13089023700,2015,High Income,Low Burden,124
13089023700,2015,High Income,Med Burden,0
13089023700,2015,Low Income,High Burden,551
13089023700,2015,Low Income,Low Burden,159
13089023700,2015,Low Income,Med Burden,89
13089023700,2015,Med Income,High Burden,0
13089023700,2015,Med Income,Low Burden,170
13089023700,2015,Med Income,Med Burden,59
13089023700,2016,High Income,High Burden,0
13089023700,2016,High Income,Low Burden,146
13089023700,2016,High Income,Med Burden,0
13089023700,2016,Low Income,High Burden,608
13089023700,2016,Low Income,Low Burden,102
13089023700,2016,Low Income,Med Burden,109
13089023700,2016,Med Income,High Burden,0
13089023700,2016,Med Income,Low Burden,244
13089023700,2016,Med Income,Med Burden,116
13089023700,2017,High Income,High Burden,0
13089023700,2017,High Income,Low Burden,240
13089023700,2017,High Income,Med Burden,0
13089023700,2017,Low Income,High Burden,533
13089023700,2017,Low Income,Low Burden,20
13089023700,2017,Low Income,Med Burden,94
13089023700,2017,Med Income,High Burden,0
13089023700,2017,Med Income,Low Burden,334
13089023700,2017,Med Income,Med Burden,110
13121000100,2014,High Income,High Burden,0
13121000100,2014,High Income,Low Burden,113
13121000100,2014,High Income,Med Burden,21
13121000100,2014,Low Income,High Burden,58
13121000100,2014,Low Income,Low Burden,0
13121000100,2014,Low Income,Med Burden,0
13121000100,2014,Med Income,High Burden,0
13121000100,2014,Med Income,Low Burden,111
13121000100,2014,Med Income,Med Burden,0
13121000100,2015,High Income,High Burden,0
13121000100,2015,High Income,Low Burden,134
13121000100,2015,High Income,Med Burden,20
13121000100,2015,Low Income,High Burden,24
13121000100,2015,Low Income,Low Burden,10
13121000100,2015,Low Income,Med Burden,10
13121000100,2015,Med Income,High Burden,0
13121000100,2015,Med Income,Low Burden,128
13121000100,2015,Med Income,Med Burden,0
13121000100,2016,High Income,High Burden,0
13121000100,2016,High Income,Low Burden,168
13121000100,2016,High Income,Med Burden,22
13121000100,2016,Low Income,High Burden,26
13121000100,2016,Low Income,Low Burden,9
13121000100,2016,Low Income,Med Burden,11
13121000100,2016,Med Income,High Burden,0
13121000100,2016,Med Income,Low Burden,111
13121000100,2016,Med Income,Med Burden,0
13121000100,2017,High Income,High Burden,0
13121000100,2017,High Income,Low Burden,254
13121000100,2017,High Income,Med Burden,24
13121000100,2017,Low Income,High Burden,0
13121000100,2017,Low Income,Low Burden,10
13121000100,2017,Low Income,Med Burden,11
13121000100,2017,Med Income,High Burden,0
13121000100,2017,Med Income,Low Burden,81
13121000100,2017,Med Income,Med Burden,15
13121000200,2014,High Income,High Burden,0
13121000200,2014,High Income,Low Burden,300
13121000200,2014,High Income,Med Burden,0
13121000200,2014,Low Income,High Burden,146
13121000200,2014,Low Income,Low Burden,0
13121000200,2014,Low Income,Med Burden,86
13121000200,2014,Med Income,High Burden,0
13121000200,2014,Med Income,Low Burden,245
13121000200,2014,Med Income,Med Burden,46
13121000200,2015,High Income,High Burden,0
13121000200,2015,High Income,Low Burden,353
13121000200,2015,High Income,Med Burden,0
13121000200,2015,Low Income,High Burden,139
13121000200,2015,Low Income,Low Burden,0
13121000200,2015,Low Income,Med Burden,100
13121000200,2015,Med Income,High Burden,0
13121000200,2015,Med Income,Low Burden,229
13121000200,2015,Med Income,Med Burden,48
13121000200,2016,High Income,High Burden,0
13121000200,2016,High Income,Low Burden,377
13121000200,2016,High Income,Med Burden,0
13121000200,2016,Low Income,High Burden,123
13121000200,2016,Low Income,Low Burden,0
13121000200,2016,Low Income,Med Burden,98
13121000200,2016,Med Income,High Burden,0
13121000200,2016,Med Income,Low Burden,224
13121000200,2016,Med Income,Med Burden,50
13121000200,2017,High Income,High Burden,0
13121000200,2017,High Income,Low Burden,361
13121000200,2017,High Income,Med Burden,0
13121000200,2017,Low Income,High Burden,91
13121000200,2017,Low Income,Low Burden,0
13121000200,2017,Low Income,Med Burden,98
13121000200,2017,Med Income,High Burden,0
13121000200,2017,Med Income,Low Burden,196
13121000200,2017,Med Income,Med Burden,53
13121000400,2014,High Income,High Burden,0
13121000400,2014,High Income,Low Burden,86
13121000400,2014,High Income,Med Burden,32
13121000400,2014,Low Income,High Burden,35
13121000400,2014,Low Income,Low Burden,0
13121000400,2014,Low Income,Med Burden,0
13121000400,2014,Med Income,High Burden,0
13121000400,2014,Med Income,Low Burden,186
13121000400,2014,Med Income,Med Burden,10
13121000400,2015,High Income,High Burden,0
13121000400,2015,High Income,Low Burden,84
13121000400,2015,High Income,Med Burden,34
13121000400,2015,Low Income,High Burden,35
13121000400,2015,Low Income,Low Burden,0
13121000400,2015,Low Income,Med Burden,0
13121000400,2015,Med Income,High Burden,0
13121000400,2015,Med Income,Low Burden,117
13121000400,2015,Med Income,Med Burden,41
13121000400,2016,High Income,High Burden,0
13121000400,2016,High Income,Low Burden,106
13121000400,2016,High Income,Med Burden,0
13121000400,2016,Low Income,High Burden,34
13121000400,2016,Low Income,Low Burden,0
13121000400,2016,Low Income,Med Burden,0
13121000400,2016,Med Income,High Burden,0
13121000400,2016,Med Income,Low Burden,98
13121000400,2016,Med Income,Med Burden,70
13121000400,2017,High Income,High Burden,0
13121000400,2017,High Income,Low Burden,155
13121000400,2017,High Income,Med Burden,0
13121000400,2017,Low Income,High Burden,36
13121000400,2017,Low Income,Low Burden,0
13121000400,2017,Low Income,Med Burden,0
13121000400,2017,Med Income,High Burden,9
13121000400,2017,Med Income,Low Burden,84
13121000400,2017,Med Income,Med Burden,69
13121000500,2014,High Income,High Burden,0
13121000500,2014,High Income,Low Burden,362
13121000500,2014,High Income,Med Burden,0
13121000500,2014,Low Income,High Burden,190
13121000500,2014,Low Income,Low Burden,41
13121000500,2014,Low Income,Med Burden,67
13121000500,2014,Med Income,High Burden,0
13121000500,2014,Med Income,Low Burden,243
13121000500,2014,Med Income,Med Burden,190
13121000500,2015,High Income,High Burden,0
13121000500,2015,High Income,Low Burden,463
13121000500,2015,High Income,Med Burden,16
13121000500,2015,Low Income,High Burden,190
13121000500,2015,Low Income,Low Burden,45
13121000500,2015,Low Income,Med Burden,54
13121000500,2015,Med Income,High Burden,0
13121000500,2015,Med Income,Low Burden,288
13121000500,2015,Med Income,Med Burden,190
13121000500,2016,High Income,High Burden,0
13121000500,2016,High Income,Low Burden,499
13121000500,2016,High Income,Med Burden,16
13121000500,2016,Low Income,High Burden,184
13121000500,2016,Low Income,Low Burden,32
13121000500,2016,Low Income,Med Burden,50
13121000500,2016,Med Income,High Burden,0
13121000500,2016,Med Income,Low Burden,316
13121000500,2016,Med Income,Med Burden,121
13121000500,2017,High Income,High Burden,0
13121000500,2017,High Income,Low Burden,516
13121000500,2017,High Income,Med Burden,11
13121000500,2017,Low Income,High Burden,213
13121000500,2017,Low Income,Low Burden,57
13121000500,2017,Low Income,Med Burden,35
13121000500,2017,Med Income,High Burden,36
13121000500,2017,Med Income,Low Burden,255
13121000500,2017,Med Income,Med Burden,118
13121000600,2014,High Income,High Burden,0
13121000600,2014,High Income,Low Burden,311
13121000600,2014,High Income,Med Burden,0
13121000600,2014,Low Income,High Burden,306
13121000600,2014,Low Income,Low Burden,0
13121000600,2014,Low Income,Med Burden,122
13121000600,2014,Med Income,High Burden,44
13121000600,2014,Med Income,Low Burden,448
13121000600,2014,Med Income,Med Burden,250
13121000600,2015,High Income,High Burden,0
13121000600,2015,High Income,Low Burden,302
13121000600,2015,High Income,Med Burden,0
13121000600,2015,Low Income,High Burden,382
13121000600,2015,Low Income,Low Burden,0
13121000600,2015,Low Income,Med Burden,78
13121000600,2015,Med Income,High Burden,19
13121000600,2015,Med Income,Low Burden,471
13121000600,2015,Med Income,Med Burden,210
13121000600,2016,High Income,High Burden,0
13121000600,2016,High Income,Low Burden,364
13121000600,2016,High Income,Med Burden,33
13121000600,2016,Low Income,High Burden,354
13121000600,2016,Low Income,Low Burden,0
13121000600,2016,Low Income,Med Burden,111
13121000600,2016,Med Income,High Burden,18
13121000600,2016,Med Income,Low Burden,366
13121000600,2016,Med Income,Med Burden,209
13121000600,2017,High Income,High Burden,0
13121000600,2017,High Income,Low Burden,484
13121000600,2017,High Income,Med Burden,31
13121000600,2017,Low Income,High Burden,338
13121000600,2017,Low Income,Low Burden,0
13121000600,2017,Low Income,Med Burden,120
13121000600,2017,Med Income,High Burden,9
13121000600,2017,Med Income,Low Burden,361
13121000600,2017,Med Income,Med Burden,263
13121000700,2014,High Income,High Burden,0
13121000700,2014,High Income,Low Burden,36
13121000700,2014,High Income,Med Burden,0
13121000700,2014,Low Income,High Burden,63
13121000700,2014,Low Income,Low Burden,0
13121000700,2014,Low Income,Med Burden,7
13121000700,2014,Med Income,High Burden,0
13121000700,2014,Med Income,Low Burden,17
13121000700,2014,Med Income,Med Burden,11
13121000700,2015,High Income,High Burden,0
13121000700,2015,High Income,Low Burden,34
13121000700,2015,High Income,Med Burden,0
13121000700,2015,Low Income,High Burden,47
13121000700,2015,Low Income,Low Burden,0
13121000700,2015,Low Income,Med Burden,9
13121000700,2015,Med Income,High Burden,0
13121000700,2015,Med Income,Low Burden,21
13121000700,2015,Med Income,Med Burden,10
13121000700,2016,High Income,High Burden,0
13121000700,2016,High Income,Low Burden,29
13121000700,2016,High Income,Med Burden,0
13121000700,2016,Low Income,High Burden,24
13121000700,2016,Low Income,Low Burden,0
13121000700,2016,Low Income,Med Burden,10
13121000700,2016,Med Income,High Burden,0
13121000700,2016,Med Income,Low Burden,39
13121000700,2016,Med Income,Med Burden,16
13121000700,2017,High Income,High Burden,0
13121000700,2017,High Income,Low Burden,34
13121000700,2017,High Income,Med Burden,0
13121000700,2017,Low Income,High Burden,17
13121000700,2017,Low Income,Low Burden,0
13121000700,2017,Low Income,Med Burden,16
13121000700,2017,Med Income,High Burden,0
13121000700,2017,Med Income,Low Burden,52
13121000700,2017,Med Income,Med Burden,27
13121001001,2014,High Income,High Burden,0
13121001001,2014,High Income,Low Burden,80
13121001001,2014,High Income,Med Burden,17
13121001001,2014,Low Income,High Burden,79
13121001001,2014,Low Income,Low Burden,0
13121001001,2014,Low Income,Med Burden,8
13121001001,2014,Med Income,High Burden,24
13121001001,2014,Med Income,Low Burden,54
13121001001,2014,Med Income,Med Burden,35
13121001001,2015,High Income,High Burden,0
13121001001,2015,High Income,Low Burden,131
13121001001,2015,High Income,Med Burden,15
13121001001,2015,Low Income,High Burden,70
13121001001,2015,Low Income,Low Burden,0
13121001001,2015,Low Income,Med Burden,10
13121001001,2015,Med Income,High Burden,20
13121001001,2015,Med Income,Low Burden,47
13121001001,2015,Med Income,Med Burden,44
13121001001,2016,High Income,High Burden,0
13121001001,2016,High Income,Low Burden,156
13121001001,2016,High Income,Med Burden,4
13121001001,2016,Low Income,High Burden,74
13121001001,2016,Low Income,Low Burden,0
13121001001,2016,Low Income,Med Burden,10
13121001001,2016,Med Income,High Burden,15
13121001001,2016,Med Income,Low Burden,61
13121001001,2016,Med Income,Med Burden,29
13121001001,2017,High Income,High Burden,0
13121001001,2017,High Income,Low Burden,185
13121001001,2017,High Income,Med Burden,12
13121001001,2017,Low Income,High Burden,70
13121001001,2017,Low Income,Low Burden,0
13121001001,2017,Low Income,Med Burden,13
13121001001,2017,Med Income,High Burden,22
13121001001,2017,Med Income,Low Burden,59
13121001001,2017,Med Income,Med Burden,32
13121001002,2014,High Income,High Burden,0
13121001002,2014,High Income,Low Burden,75
13121001002,2014,High Income,Med Burden,0
13121001002,2014,Low Income,High Burden,74
13121001002,2014,Low Income,Low Burden,0
13121001002,2014,Low Income,Med Burden,45
13121001002,2014,Med Income,High Burden,6
13121001002,2014,Med Income,Low Burden,60
13121001002,2014,Med Income,Med Burden,62
13121001002,2015,High Income,High Burden,0
13121001002,2015,High Income,Low Burden,74
13121001002,2015,High Income,Med Burden,3
13121001002,2015,Low Income,High Burden,120
13121001002,2015,Low Income,Low Burden,0
13121001002,2015,Low Income,Med Burden,45
13121001002,2015,Med Income,High Burden,8
13121001002,2015,Med Income,Low Burden,51
13121001002,2015,Med Income,Med Burden,73
13121001002,2016,High Income,High Burden,0
13121001002,2016,High Income,Low Burden,56
13121001002,2016,High Income,Med Burden,3
13121001002,2016,Low Income,High Burden,117
13121001002,2016,Low Income,Low Burden,0
13121001002,2016,Low Income,Med Burden,31
13121001002,2016,Med Income,High Burden,9
13121001002,2016,Med Income,Low Burden,51
13121001002,2016,Med Income,Med Burden,75
13121001002,2017,High Income,High Burden,0
13121001002,2017,High Income,Low Burden,51
13121001002,2017,High Income,Med Burden,2
13121001002,2017,Low Income,High Burden,107
13121001002,2017,Low Income,Low Burden,0
13121001002,2017,Low Income,Med Burden,27
13121001002,2017,Med Income,High Burden,4
13121001002,2017,Med Income,Low Burden,57
13121001002,2017,Med Income,Med Burden,98
13121001100,2014,High Income,High Burden,0
13121001100,2014,High Income,Low Burden,344
