GEOID,YEAR,RentG,IncomeG,HHs
13013180203,2016,LowBurden,HighIncome,96
13013180203,2016,LowBurden,LowIncome,110
13013180203,2016,LowBurden,MedIncome,205
13013180203,2016,MedBurden,HighIncome,0
13013180203,2016,MedBurden,LowIncome,84
13013180203,2016,MedBurden,MedIncome,48
13013180203,2017,HighBurden,HighIncome,0
13013180203,2017,HighBurden,LowIncome,166
13013180203,2017,HighBurden,MedIncome,0
13013180203,2017,LowBurden,HighIncome,56
13013180203,2017,LowBurden,LowIncome,48
13013180203,2017,LowBurden,MedIncome,188
13013180203,2017,MedBurden,HighIncome,0
13013180203,2017,MedBurden,LowIncome,95
13013180203,2017,MedBurden,MedIncome,32
13013180204,2014,HighBurden,HighIncome,0
13013180204,2014,HighBurden,LowIncome,66
13013180204,2014,HighBurden,MedIncome,0
13013180204,2014,LowBurden,HighIncome,20
13013180204,2014,LowBurden,LowIncome,28
13013180204,2014,LowBurden,MedIncome,94
13013180204,2014,MedBurden,HighIncome,0
13013180204,2014,MedBurden,LowIncome,95
13013180204,2014,MedBurden,MedIncome,47
13013180204,2015,HighBurden,HighIncome,0
13013180204,2015,HighBurden,LowIncome,83
13013180204,2015,HighBurden,MedIncome,0
13013180204,2015,LowBurden,HighIncome,17
13013180204,2015,LowBurden,LowIncome,36
13013180204,2015,LowBurden,MedIncome,132
13013180204,2015,MedBurden,HighIncome,0
13013180204,2015,MedBurden,LowIncome,102
13013180204,2015,MedBurden,MedIncome,56
13013180204,2016,HighBurden,HighIncome,0
13013180204,2016,HighBurden,LowIncome,103
13013180204,2016,HighBurden,MedIncome,0
13013180204,2016,LowBurden,HighIncome,22
13013180204,2016,LowBurden,LowIncome,62
13013180204,2016,LowBurden,MedIncome,156
13013180204,2016,MedBurden,HighIncome,0
13013180204,2016,MedBurden,LowIncome,101
13013180204,2016,MedBurden,MedIncome,57
13013180204,2017,HighBurden,HighIncome,0
13013180204,2017,HighBurden,LowIncome,104
13013180204,2017,HighBurden,MedIncome,0
13013180204,2017,LowBurden,HighIncome,28
13013180204,2017,LowBurden,LowIncome,61
13013180204,2017,LowBurden,MedIncome,172
13013180204,2017,MedBurden,HighIncome,0
13013180204,2017,MedBurden,LowIncome,81
13013180204,2017,MedBurden,MedIncome,5
13013180205,2014,HighBurden,HighIncome,0
13013180205,2014,HighBurden,LowIncome,215
13013180205,2014,HighBurden,MedIncome,23
13013180205,2014,LowBurden,HighIncome,81
13013180205,2014,LowBurden,LowIncome,35
13013180205,2014,LowBurden,MedIncome,125
13013180205,2014,MedBurden,HighIncome,0
13013180205,2014,MedBurden,LowIncome,71
13013180205,2014,MedBurden,MedIncome,39
13013180205,2015,HighBurden,HighIncome,0
13013180205,2015,HighBurden,LowIncome,261
13013180205,2015,HighBurden,MedIncome,27
13013180205,2015,LowBurden,HighIncome,104
13013180205,2015,LowBurden,LowIncome,71
13013180205,2015,LowBurden,MedIncome,131
13013180205,2015,MedBurden,HighIncome,0
13013180205,2015,MedBurden,LowIncome,80
13013180205,2015,MedBurden,MedIncome,36
13013180205,2016,HighBurden,HighIncome,0
13013180205,2016,HighBurden,LowIncome,226
13013180205,2016,HighBurden,MedIncome,29
13013180205,2016,LowBurden,HighIncome,126
13013180205,2016,LowBurden,LowIncome,49
13013180205,2016,LowBurden,MedIncome,105
13013180205,2016,MedBurden,HighIncome,0
13013180205,2016,MedBurden,LowIncome,66
13013180205,2016,MedBurden,MedIncome,128
13013180205,2017,HighBurden,HighIncome,0
13013180205,2017,HighBurden,LowIncome,219
13013180205,2017,HighBurden,MedIncome,8
13013180205,2017,LowBurden,HighIncome,169
13013180205,2017,LowBurden,LowIncome,70
13013180205,2017,LowBurden,MedIncome,91
13013180205,2017,MedBurden,HighIncome,0
13013180205,2017,MedBurden,LowIncome,96
13013180205,2017,MedBurden,MedIncome,84
13013180206,2014,HighBurden,HighIncome,0
13013180206,2014,HighBurden,LowIncome,41
13013180206,2014,HighBurden,MedIncome,0
13013180206,2014,LowBurden,HighIncome,29
13013180206,2014,LowBurden,LowIncome,13
13013180206,2014,LowBurden,MedIncome,125
13013180206,2014,MedBurden,HighIncome,0
13013180206,2014,MedBurden,LowIncome,50
13013180206,2014,MedBurden,MedIncome,147
13013180206,2015,HighBurden,HighIncome,0
13013180206,2015,HighBurden,LowIncome,61
13013180206,2015,HighBurden,MedIncome,0
13013180206,2015,LowBurden,HighIncome,74
13013180206,2015,LowBurden,LowIncome,21
13013180206,2015,LowBurden,MedIncome,124
13013180206,2015,MedBurden,HighIncome,0
13013180206,2015,MedBurden,LowIncome,48
13013180206,2015,MedBurden,MedIncome,88
13013180206,2016,HighBurden,HighIncome,0
13013180206,2016,HighBurden,LowIncome,75
13013180206,2016,HighBurden,MedIncome,0
13013180206,2016,LowBurden,HighIncome,59
13013180206,2016,LowBurden,LowIncome,24
13013180206,2016,LowBurden,MedIncome,205
13013180206,2016,MedBurden,HighIncome,0
13013180206,2016,MedBurden,LowIncome,33
13013180206,2016,MedBurden,MedIncome,0
13013180206,2017,HighBurden,HighIncome,0
13013180206,2017,HighBurden,LowIncome,73
13013180206,2017,HighBurden,MedIncome,0
13013180206,2017,LowBurden,HighIncome,91
13013180206,2017,LowBurden,LowIncome,25
13013180206,2017,LowBurden,MedIncome,188
13013180206,2017,MedBurden,HighIncome,0
13013180206,2017,MedBurden,LowIncome,47
13013180206,2017,MedBurden,MedIncome,0
13013180301,2014,HighBurden,HighIncome,0
13013180301,2014,HighBurden,LowIncome,9
13013180301,2014,HighBurden,MedIncome,0
13013180301,2014,LowBurden,HighIncome,0
13013180301,2014,LowBurden,LowIncome,4
13013180301,2014,LowBurden,MedIncome,26
13013180301,2014,MedBurden,HighIncome,0
13013180301,2014,MedBurden,LowIncome,14
13013180301,2014,MedBurden,MedIncome,31
13013180301,2015,HighBurden,HighIncome,0
13013180301,2015,HighBurden,LowIncome,6
13013180301,2015,HighBurden,MedIncome,0
13013180301,2015,LowBurden,HighIncome,0
13013180301,2015,LowBurden,LowIncome,6
13013180301,2015,LowBurden,MedIncome,37
13013180301,2015,MedBurden,HighIncome,0
13013180301,2015,MedBurden,LowIncome,21
13013180301,2015,MedBurden,MedIncome,39
13013180301,2016,HighBurden,HighIncome,0
13013180301,2016,HighBurden,LowIncome,20
13013180301,2016,HighBurden,MedIncome,0
13013180301,2016,LowBurden,HighIncome,12
13013180301,2016,LowBurden,LowIncome,4
13013180301,2016,LowBurden,MedIncome,46
13013180301,2016,MedBurden,HighIncome,0
13013180301,2016,MedBurden,LowIncome,25
13013180301,2016,MedBurden,MedIncome,35
13013180301,2017,HighBurden,HighIncome,0
13013180301,2017,HighBurden,LowIncome,13
13013180301,2017,HighBurden,MedIncome,0
13013180301,2017,LowBurden,HighIncome,12
13013180301,2017,LowBurden,LowIncome,0
13013180301,2017,LowBurden,MedIncome,39
13013180301,2017,MedBurden,HighIncome,0
13013180301,2017,MedBurden,LowIncome,48
13013180301,2017,MedBurden,MedIncome,26
13013180302,2014,HighBurden,HighIncome,0
13013180302,2014,HighBurden,LowIncome,0
13013180302,2014,HighBurden,MedIncome,0
13013180302,2014,LowBurden,HighIncome,27
13013180302,2014,LowBurden,LowIncome,0
13013180302,2014,LowBurden,MedIncome,175
13013180302,2014,MedBurden,HighIncome,0
13013180302,2014,MedBurden,LowIncome,115
13013180302,2014,MedBurden,MedIncome,17
13013180302,2015,HighBurden,HighIncome,0
13013180302,2015,HighBurden,LowIncome,28
13013180302,2015,HighBurden,MedIncome,0
13013180302,2015,LowBurden,HighIncome,39
13013180302,2015,LowBurden,LowIncome,0
13013180302,2015,LowBurden,MedIncome,317
13013180302,2015,MedBurden,HighIncome,0
13013180302,2015,MedBurden,LowIncome,82
13013180302,2015,MedBurden,MedIncome,26
13013180302,2016,HighBurden,HighIncome,0
13013180302,2016,HighBurden,LowIncome,29
13013180302,2016,HighBurden,MedIncome,0
13013180302,2016,LowBurden,HighIncome,61
13013180302,2016,LowBurden,LowIncome,0
13013180302,2016,LowBurden,MedIncome,347
13013180302,2016,MedBurden,HighIncome,0
13013180302,2016,MedBurden,LowIncome,52
13013180302,2016,MedBurden,MedIncome,29
13013180302,2017,HighBurden,HighIncome,0
13013180302,2017,HighBurden,LowIncome,22
13013180302,2017,HighBurden,MedIncome,0
13013180302,2017,LowBurden,HighIncome,72
13013180302,2017,LowBurden,LowIncome,0
13013180302,2017,LowBurden,MedIncome,348
13013180302,2017,MedBurden,HighIncome,0
13013180302,2017,MedBurden,LowIncome,48
13013180302,2017,MedBurden,MedIncome,10
13013180303,2014,HighBurden,HighIncome,0
13013180303,2014,HighBurden,LowIncome,43
13013180303,2014,HighBurden,MedIncome,0
13013180303,2014,LowBurden,HighIncome,0
13013180303,2014,LowBurden,LowIncome,0
13013180303,2014,LowBurden,MedIncome,71
13013180303,2014,MedBurden,HighIncome,0
13013180303,2014,MedBurden,LowIncome,20
13013180303,2014,MedBurden,MedIncome,61
13013180303,2015,HighBurden,HighIncome,0
13013180303,2015,HighBurden,LowIncome,39
13013180303,2015,HighBurden,MedIncome,0
13013180303,2015,LowBurden,HighIncome,27
13013180303,2015,LowBurden,LowIncome,0
13013180303,2015,LowBurden,MedIncome,62
13013180303,2015,MedBurden,HighIncome,0
13013180303,2015,MedBurden,LowIncome,19
13013180303,2015,MedBurden,MedIncome,82
13013180303,2016,HighBurden,HighIncome,0
13013180303,2016,HighBurden,LowIncome,84
13013180303,2016,HighBurden,MedIncome,0
13013180303,2016,LowBurden,HighIncome,30
13013180303,2016,LowBurden,LowIncome,0
13013180303,2016,LowBurden,MedIncome,67
13013180303,2016,MedBurden,HighIncome,0
13013180303,2016,MedBurden,LowIncome,30
13013180303,2016,MedBurden,MedIncome,46
13013180303,2017,HighBurden,HighIncome,0
13013180303,2017,HighBurden,LowIncome,64
13013180303,2017,HighBurden,MedIncome,9
13013180303,2017,LowBurden,HighIncome,101
13013180303,2017,LowBurden,LowIncome,0
13013180303,2017,LowBurden,MedIncome,63
13013180303,2017,MedBurden,HighIncome,0
13013180303,2017,MedBurden,LowIncome,32
13013180303,2017,MedBurden,MedIncome,43
13013180401,2014,HighBurden,HighIncome,0
13013180401,2014,HighBurden,LowIncome,53
13013180401,2014,HighBurden,MedIncome,0
13013180401,2014,LowBurden,HighIncome,22
13013180401,2014,LowBurden,LowIncome,0
13013180401,2014,LowBurden,MedIncome,224
13013180401,2014,MedBurden,HighIncome,0
13013180401,2014,MedBurden,LowIncome,28
13013180401,2014,MedBurden,MedIncome,0
13013180401,2015,HighBurden,HighIncome,0
13013180401,2015,HighBurden,LowIncome,51
13013180401,2015,HighBurden,MedIncome,0
13013180401,2015,LowBurden,HighIncome,6
13013180401,2015,LowBurden,LowIncome,15
13013180401,2015,LowBurden,MedIncome,189
13013180401,2015,MedBurden,HighIncome,0
13013180401,2015,MedBurden,LowIncome,42
13013180401,2015,MedBurden,MedIncome,0
13013180401,2016,HighBurden,HighIncome,0
13013180401,2016,HighBurden,LowIncome,59
13013180401,2016,HighBurden,MedIncome,0
13013180401,2016,LowBurden,HighIncome,23
13013180401,2016,LowBurden,LowIncome,12
13013180401,2016,LowBurden,MedIncome,106
13013180401,2016,MedBurden,HighIncome,0
13013180401,2016,MedBurden,LowIncome,57
13013180401,2016,MedBurden,MedIncome,0
13013180401,2017,HighBurden,HighIncome,0
13013180401,2017,HighBurden,LowIncome,88
13013180401,2017,HighBurden,MedIncome,0
13013180401,2017,LowBurden,HighIncome,48
13013180401,2017,LowBurden,LowIncome,0
13013180401,2017,LowBurden,MedIncome,98
13013180401,2017,MedBurden,HighIncome,0
13013180401,2017,MedBurden,LowIncome,55
13013180401,2017,MedBurden,MedIncome,15
13013180402,2014,HighBurden,HighIncome,0
13013180402,2014,HighBurden,LowIncome,96
13013180402,2014,HighBurden,MedIncome,0
13013180402,2014,LowBurden,HighIncome,9
13013180402,2014,LowBurden,LowIncome,57
13013180402,2014,LowBurden,MedIncome,71
13013180402,2014,MedBurden,HighIncome,0
13013180402,2014,MedBurden,LowIncome,78
13013180402,2014,MedBurden,MedIncome,60
13013180402,2015,HighBurden,HighIncome,0
13013180402,2015,HighBurden,LowIncome,71
13013180402,2015,HighBurden,MedIncome,0
13013180402,2015,LowBurden,HighIncome,11
13013180402,2015,LowBurden,LowIncome,56
13013180402,2015,LowBurden,MedIncome,161
13013180402,2015,MedBurden,HighIncome,0
13013180402,2015,MedBurden,LowIncome,62
13013180402,2015,MedBurden,MedIncome,63
13013180402,2016,HighBurden,HighIncome,0
13013180402,2016,HighBurden,LowIncome,69
13013180402,2016,HighBurden,MedIncome,0
13013180402,2016,LowBurden,HighIncome,44
13013180402,2016,LowBurden,LowIncome,41
13013180402,2016,LowBurden,MedIncome,114
13013180402,2016,MedBurden,HighIncome,0
13013180402,2016,MedBurden,LowIncome,86
13013180402,2016,MedBurden,MedIncome,37
13013180402,2017,HighBurden,HighIncome,0
13013180402,2017,HighBurden,LowIncome,70
13013180402,2017,HighBurden,MedIncome,0
13013180402,2017,LowBurden,HighIncome,121
13013180402,2017,LowBurden,LowIncome,54
13013180402,2017,LowBurden,MedIncome,152
13013180402,2017,MedBurden,HighIncome,0
13013180402,2017,MedBurden,LowIncome,55
13013180402,2017,MedBurden,MedIncome,9
13013180501,2014,HighBurden,HighIncome,0
13013180501,2014,HighBurden,LowIncome,84
13013180501,2014,HighBurden,MedIncome,0
13013180501,2014,LowBurden,HighIncome,52
13013180501,2014,LowBurden,LowIncome,16
13013180501,2014,LowBurden,MedIncome,18
13013180501,2014,MedBurden,HighIncome,0
13013180501,2014,MedBurden,LowIncome,22
13013180501,2014,MedBurden,MedIncome,36
13013180501,2015,HighBurden,HighIncome,0
13013180501,2015,HighBurden,LowIncome,157
13013180501,2015,HighBurden,MedIncome,0
13013180501,2015,LowBurden,HighIncome,86
13013180501,2015,LowBurden,LowIncome,20
13013180501,2015,LowBurden,MedIncome,69
13013180501,2015,MedBurden,HighIncome,0
13013180501,2015,MedBurden,LowIncome,32
13013180501,2015,MedBurden,MedIncome,49
13013180501,2016,HighBurden,HighIncome,0
13013180501,2016,HighBurden,LowIncome,61
13013180501,2016,HighBurden,MedIncome,0
13013180501,2016,LowBurden,HighIncome,119
13013180501,2016,LowBurden,LowIncome,27
13013180501,2016,LowBurden,MedIncome,65
13013180501,2016,MedBurden,HighIncome,0
13013180501,2016,MedBurden,LowIncome,24
13013180501,2016,MedBurden,MedIncome,57
13013180501,2017,HighBurden,HighIncome,0
13013180501,2017,HighBurden,LowIncome,64
13013180501,2017,HighBurden,MedIncome,0
13013180501,2017,LowBurden,HighIncome,153
13013180501,2017,LowBurden,LowIncome,36
13013180501,2017,LowBurden,MedIncome,65
13013180501,2017,MedBurden,HighIncome,0
13013180501,2017,MedBurden,LowIncome,26
13013180501,2017,MedBurden,MedIncome,31
13013180502,2014,HighBurden,HighIncome,0
13013180502,2014,HighBurden,LowIncome,118
13013180502,2014,HighBurden,MedIncome,0
13013180502,2014,LowBurden,HighIncome,49
13013180502,2014,LowBurden,LowIncome,16
13013180502,2014,LowBurden,MedIncome,31
13013180502,2014,MedBurden,HighIncome,5
13013180502,2014,MedBurden,LowIncome,56
13013180502,2014,MedBurden,MedIncome,5
13013180502,2015,HighBurden,HighIncome,0
13013180502,2015,HighBurden,LowIncome,134
13013180502,2015,HighBurden,MedIncome,0
13013180502,2015,LowBurden,HighIncome,70
13013180502,2015,LowBurden,LowIncome,23
13013180502,2015,LowBurden,MedIncome,32
13013180502,2015,MedBurden,HighIncome,6
13013180502,2015,MedBurden,LowIncome,79
13013180502,2015,MedBurden,MedIncome,5
13013180502,2016,HighBurden,HighIncome,0
13013180502,2016,HighBurden,LowIncome,81
13013180502,2016,HighBurden,MedIncome,0
13013180502,2016,LowBurden,HighIncome,85
13013180502,2016,LowBurden,LowIncome,17
13013180502,2016,LowBurden,MedIncome,45
13013180502,2016,MedBurden,HighIncome,7
13013180502,2016,MedBurden,LowIncome,89
13013180502,2016,MedBurden,MedIncome,0
13013180502,2017,HighBurden,HighIncome,0
13013180502,2017,HighBurden,LowIncome,60
13013180502,2017,HighBurden,MedIncome,0
13013180502,2017,LowBurden,HighIncome,83
13013180502,2017,LowBurden,LowIncome,18
13013180502,2017,LowBurden,MedIncome,67
13013180502,2017,MedBurden,HighIncome,9
13013180502,2017,MedBurden,LowIncome,63
13013180502,2017,MedBurden,MedIncome,6
13013180503,2014,HighBurden,HighIncome,0
13013180503,2014,HighBurden,LowIncome,0
13013180503,2014,HighBurden,MedIncome,0
13013180503,2014,LowBurden,HighIncome,12
13013180503,2014,LowBurden,LowIncome,2
13013180503,2014,LowBurden,MedIncome,22
13013180503,2014,MedBurden,HighIncome,0
13013180503,2014,MedBurden,LowIncome,85
13013180503,2014,MedBurden,MedIncome,7
13013180503,2015,HighBurden,HighIncome,0
13013180503,2015,HighBurden,LowIncome,0
13013180503,2015,HighBurden,MedIncome,0
13013180503,2015,LowBurden,HighIncome,29
13013180503,2015,LowBurden,LowIncome,0
13013180503,2015,LowBurden,MedIncome,37
13013180503,2015,MedBurden,HighIncome,0
13013180503,2015,MedBurden,LowIncome,161
13013180503,2015,MedBurden,MedIncome,0
13013180503,2016,HighBurden,HighIncome,0
13013180503,2016,HighBurden,LowIncome,0
13013180503,2016,HighBurden,MedIncome,0
13013180503,2016,LowBurden,HighIncome,34
